Station Pair ID,From Name,From Address,To Name,To Address,Distance in Miles
596,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",23.23
597,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",22.93
598,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Union City Station","10 Union Square, Union City, CA 94587",26.61
599,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",15.11
600,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",27.96
601,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","West Oakland Station","1451 7th Street, Oakland, CA 94607",6.59
602,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",25.1
603,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",36.76
604,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",27.36
605,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",37.89
606,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",28.14
607,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",40.5
608,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",14.33
609,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",10.56
610,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",35.47
611,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",19.68
612,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Colma Station","365 D Street, Colma, CA 94014",43.48
613,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Concord Station","1451 Oakland Avenue, Concord, CA 94520",24.53
614,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",42.55
615,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",29.33
616,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",34.78
617,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",33.46
618,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Embarcadero Station","298 Market Street, San Francisco, CA 94111",34.73
619,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Fremont Station","2000 BART Way, Fremont, CA 94536",18.37
620,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",22.49
621,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",39.64
622,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Hayward Station","699 'B' Street, Hayward, CA 94541",12.17
623,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",20.93
624,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",24.63
625,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","MacArthur Station","555 40th Street, Oakland, CA 94609",26.9
626,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",37.09
627,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",35.2
628,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",31.76
629,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",26.99
630,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Orinda Station","11 Camino Pablo, Orinda, CA 94563",24.87
631,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",31.47
632,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",20.32
633,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Powell St. Station","899 Market Street, San Francisco, CA 94102",35.19
634,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",36.33
635,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Rockridge Station","5660 College Avenue, Oakland, CA 94618",26.85
636,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",40.88
637,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",41.49
638,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",17.8
639,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",20.56
640,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",42.99
641,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Union City Station","10 Union Square, Union City, CA 94587",19.77
642,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",18.64
643,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",3.25
644,"DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588","West Oakland Station","1451 7th Street, Oakland, CA 94607",27.16
645,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",10.27
646,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",16.24
647,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",9.74
648,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",17.38
649,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",7.55
650,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",19.99
651,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",22.2
652,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",24.41
653,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",14.96
654,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",16.6
655,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Colma Station","365 D Street, Colma, CA 94014",22.97
656,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Concord Station","1451 Oakland Avenue, Concord, CA 94520",24.71
657,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",22.03
658,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",6.63
659,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",34.36
660,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",2.32
661,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Embarcadero Station","298 Market Street, San Francisco, CA 94111",14.21
662,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Fremont Station","2000 BART Way, Fremont, CA 94536",37.65
663,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",14.3
664,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",19.13
665,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Hayward Station","699 'B' Street, Hayward, CA 94541",24.84
666,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",19.46
667,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",11.19
668,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","MacArthur Station","555 40th Street, Oakland, CA 94609",8.8
669,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",27.72
670,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",14.69
671,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",5.39
672,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",23.65
673,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Orinda Station","11 Camino Pablo, Orinda, CA 94563",13.82
674,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",28.11
675,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",24.33
676,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Powell St. Station","899 Market Street, San Francisco, CA 94102",14.68
677,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",2.21
678,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Rockridge Station","5660 College Avenue, Oakland, CA 94618",10.52
679,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",26.28
680,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",27.19
681,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",19.73
682,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",28.51
683,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",25.61
684,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Union City Station","10 Union Square, Union City, CA 94587",31.89
685,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",22.67
686,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",33.17
687,"El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530","West Oakland Station","1451 7th Street, Oakland, CA 94607",9.28
688,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",9.14
689,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",15.12
690,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",8.61
691,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",16.26
692,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",4.73
693,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",18.87
694,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",21.07
695,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",23.28
696,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",13.83
697,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",15.47
698,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Colma Station","365 D Street, Colma, CA 94014",21.84
699,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Concord Station","1451 Oakland Avenue, Concord, CA 94520",26.97
700,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",20.91
701,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",3.93
702,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",33.24
703,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",2.34
704,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Embarcadero Station","298 Market Street, San Francisco, CA 94111",13.09
705,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Fremont Station","2000 BART Way, Fremont, CA 94536",36.52
706,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",13.18
707,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",18.0
708,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Hayward Station","699 'B' Street, Hayward, CA 94541",23.72
709,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",18.34
710,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",10.06
711,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","MacArthur Station","555 40th Street, Oakland, CA 94609",7.67
712,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",26.59
713,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",13.56
714,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",2.87
715,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",25.91
716,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Orinda Station","11 Camino Pablo, Orinda, CA 94563",14.63
717,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",30.37
718,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",23.21
719,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Powell St. Station","899 Market Street, San Francisco, CA 94102",13.55
720,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",4.62
721,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Rockridge Station","5660 College Avenue, Oakland, CA 94618",9.4
722,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",25.16
723,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",26.06
724,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",18.61
725,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",27.38
726,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",24.49
727,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Union City Station","10 Union Square, Union City, CA 94587",30.76
728,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",21.54
729,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",32.05
730,"El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530","West Oakland Station","1451 7th Street, Oakland, CA 94607",8.15
731,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",10.32
732,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",2.49
733,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",9.79
734,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",3.46
735,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",10.22
736,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",7.8
737,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",22.25
738,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",24.46
739,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",1.18
740,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",15.86
741,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Colma Station","365 D Street, Colma, CA 94014",10.78
742,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Concord Station","1451 Oakland Avenue, Concord, CA 94520",28.6
743,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",9.84
744,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",11.91
745,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",34.42
746,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",14.44
747,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",13.13
748,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Fremont Station","2000 BART Way, Fremont, CA 94536",36.91
749,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",13.56
750,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",6.94
751,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Hayward Station","699 'B' Street, Hayward, CA 94541",24.42
752,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",19.51
753,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",11.24
754,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","MacArthur Station","555 40th Street, Oakland, CA 94609",8.85
755,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",15.3
756,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",0.34
757,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",11.42
758,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",31.06
759,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Orinda Station","11 Camino Pablo, Orinda, CA 94563",15.81
760,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",35.54
761,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",24.39
762,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Powell St. Station","899 Market Street, San Francisco, CA 94102",0.74
763,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",15.99
764,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Rockridge Station","5660 College Avenue, Oakland, CA 94618",10.58
765,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",13.87
766,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",14.77
767,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",18.99
768,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",27.77
769,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",12.75
770,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Union City Station","10 Union Square, Union City, CA 94587",31.14
771,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",22.72
772,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",33.23
773,"Embarcadero Station","298 Market Street, San Francisco, CA 94111","West Oakland Station","1451 7th Street, Oakland, CA 94607",8.69
774,"Fremont Station","2000 BART Way, Fremont, CA 94536","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",27.12
775,"Fremont Station","2000 BART Way, Fremont, CA 94536","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",38.91
776,"Fremont Station","2000 BART Way, Fremont, CA 94536","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",28.15
777,"Fremont Station","2000 BART Way, Fremont, CA 94536","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",40.05
778,"Fremont Station","2000 BART Way, Fremont, CA 94536","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",31.06
779,"Fremont Station","2000 BART Way, Fremont, CA 94536","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",43.44
780,"Fremont Station","2000 BART Way, Fremont, CA 94536","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",16.46
781,"Fremont Station","2000 BART Way, Fremont, CA 94536","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",19.34
782,"Fremont Station","2000 BART Way, Fremont, CA 94536","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",37.62
783,"Fremont Station","2000 BART Way, Fremont, CA 94536","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",21.69
784,"Fremont Station","2000 BART Way, Fremont, CA 94536","Colma Station","365 D Street, Colma, CA 94014",40.55
785,"Fremont Station","2000 BART Way, Fremont, CA 94536","Concord Station","1451 Oakland Avenue, Concord, CA 94520",40.1
786,"Fremont Station","2000 BART Way, Fremont, CA 94536","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",41.7
787,"Fremont Station","2000 BART Way, Fremont, CA 94536","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",32.24
