Station Pair ID,From Name,From Address,To Name,To Address,Distance in Miles
1395,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",13.97
1396,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",5.79
1397,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Hayward Station","699 'B' Street, Hayward, CA 94541",24.83
1398,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",19.92
1399,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",11.65
1400,"Powell St. Station","899 Market Street, San Francisco, CA 94102","MacArthur Station","555 40th Street, Oakland, CA 94609",9.26
1401,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",14.38
1402,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",0.41
1403,"Powell St. Station","899 Market Street, San Francisco, CA 94102","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",11.83
1404,"Powell St. Station","899 Market Street, San Francisco, CA 94102","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",31.47
1405,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Orinda Station","11 Camino Pablo, Orinda, CA 94563",16.22
1406,"Powell St. Station","899 Market Street, San Francisco, CA 94102","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",35.95
1407,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",24.79
1408,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",16.4
1409,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Rockridge Station","5660 College Avenue, Oakland, CA 94618",10.99
1410,"Powell St. Station","899 Market Street, San Francisco, CA 94102","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",12.95
1411,"Powell St. Station","899 Market Street, San Francisco, CA 94102","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",13.85
1412,"Powell St. Station","899 Market Street, San Francisco, CA 94102","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",19.4
1413,"Powell St. Station","899 Market Street, San Francisco, CA 94102","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",28.17
1414,"Powell St. Station","899 Market Street, San Francisco, CA 94102","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",12.28
1415,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Union City Station","10 Union Square, Union City, CA 94587",31.55
1416,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",23.13
1417,"Powell St. Station","899 Market Street, San Francisco, CA 94102","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",33.63
1418,"Powell St. Station","899 Market Street, San Francisco, CA 94102","West Oakland Station","1451 7th Street, Oakland, CA 94607",9.09
1419,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",12.31
1420,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",18.28
1421,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",11.78
1422,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",19.42
1423,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",9.59
1424,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",22.03
1425,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",24.24
1426,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",26.45
1427,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",17.0
1428,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",18.64
1429,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Colma Station","365 D Street, Colma, CA 94014",25.01
1430,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Concord Station","1451 Oakland Avenue, Concord, CA 94520",26.89
1431,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",24.07
1432,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",8.67
1433,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",36.4
1434,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",2.3
1435,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",4.28
1436,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Embarcadero Station","298 Market Street, San Francisco, CA 94111",16.25
1437,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Fremont Station","2000 BART Way, Fremont, CA 94536",39.69
1438,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",16.34
1439,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",21.17
1440,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Hayward Station","699 'B' Street, Hayward, CA 94541",26.88
1441,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",21.5
1442,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",13.23
1443,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","MacArthur Station","555 40th Street, Oakland, CA 94609",10.84
1444,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",29.75
1445,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",16.73
1446,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",7.43
1447,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",25.83
1448,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Orinda Station","11 Camino Pablo, Orinda, CA 94563",17.79
1449,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",30.29
1450,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",26.37
1451,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Powell St. Station","899 Market Street, San Francisco, CA 94102",16.72
1452,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Rockridge Station","5660 College Avenue, Oakland, CA 94618",12.56
1453,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",28.32
1454,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",29.22
1455,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",21.77
1456,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",30.55
1457,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",27.65
1458,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Union City Station","10 Union Square, Union City, CA 94587",33.92
1459,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",24.71
1460,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",35.21
1461,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","West Oakland Station","1451 7th Street, Oakland, CA 94607",11.32
1462,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",3.88
1463,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",12.61
1464,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",3.35
1465,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",13.75
1466,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",1.89
1467,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",16.36
1468,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",14.54
1469,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",16.75
1470,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",11.32
1471,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",10.05
1472,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Colma Station","365 D Street, Colma, CA 94014",19.33
1473,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Concord Station","1451 Oakland Avenue, Concord, CA 94520",18.25
1474,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",18.4
1475,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",2.69
1476,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",26.7
1477,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",10.63
1478,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",9.32
1479,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Embarcadero Station","298 Market Street, San Francisco, CA 94111",10.58
1480,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Fremont Station","2000 BART Way, Fremont, CA 94536",31.1
1481,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",7.75
1482,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",15.49
1483,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Hayward Station","699 'B' Street, Hayward, CA 94541",17.18
1484,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",9.17
1485,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",4.8
1486,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","MacArthur Station","555 40th Street, Oakland, CA 94609",1.9
1487,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",24.08
1488,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",11.06
1489,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",3.84
1490,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",20.71
1491,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Orinda Station","11 Camino Pablo, Orinda, CA 94563",5.46
1492,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",25.2
1493,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",14.04
1494,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Powell St. Station","899 Market Street, San Francisco, CA 94102",11.05
1495,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",12.19
1496,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",22.65
1497,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",23.55
1498,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",13.18
1499,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",21.96
1500,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",21.98
1501,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Union City Station","10 Union Square, Union City, CA 94587",25.34
1502,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",12.38
1503,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",25.51
1504,"Rockridge Station","5660 College Avenue, Oakland, CA 94618","West Oakland Station","1451 7th Street, Oakland, CA 94607",4.86
1505,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",22.9
1506,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",13.19
1507,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",22.37
1508,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",12.69
1509,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",22.8
1510,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",9.79
1511,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",27.16
1512,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",26.27
1513,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",12.8
1514,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",28.44
1515,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Colma Station","365 D Street, Colma, CA 94014",5.12
1516,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Concord Station","1451 Oakland Avenue, Concord, CA 94520",41.18
1517,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",8.06
1518,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",24.49
1519,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",40.0
1520,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",27.02
1521,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",25.71
1522,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Embarcadero Station","298 Market Street, San Francisco, CA 94111",14.02
1523,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Fremont Station","2000 BART Way, Fremont, CA 94536",34.41
1524,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",26.14
1525,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",11.18
1526,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Hayward Station","699 'B' Street, Hayward, CA 94541",24.71
1527,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",32.1
1528,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",23.82
1529,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","MacArthur Station","555 40th Street, Oakland, CA 94609",21.43
1530,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",3.59
1531,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",13.68
1532,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",24.0
1533,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",43.64
1534,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Orinda Station","11 Camino Pablo, Orinda, CA 94563",28.39
1535,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",48.13
1536,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",36.97
1537,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Powell St. Station","899 Market Street, San Francisco, CA 94102",13.22
1538,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",28.58
1539,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Rockridge Station","5660 College Avenue, Oakland, CA 94618",23.16
1540,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",4.06
1541,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",30.52
1542,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",25.27
1543,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",3.43
1544,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Union City Station","10 Union Square, Union City, CA 94587",28.65
1545,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",35.31
1546,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",38.8
1547,"San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066","West Oakland Station","1451 7th Street, Oakland, CA 94607",21.27
1548,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",22.88
1549,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",13.16
1550,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",22.35
1551,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",11.39
1552,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",22.78
1553,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",11.72
1554,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",28.7
1555,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",27.8
1556,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",12.78
1557,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",28.42
1558,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Colma Station","365 D Street, Colma, CA 94014",8.83
1559,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Concord Station","1451 Oakland Avenue, Concord, CA 94520",41.16
1560,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",9.98
1561,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",24.47
1562,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",41.53
1563,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",27.0
1564,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",25.69
1565,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Embarcadero Station","298 Market Street, San Francisco, CA 94111",14.0
1566,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Fremont Station","2000 BART Way, Fremont, CA 94536",35.95
1567,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",26.12
1568,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",11.16
1569,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Hayward Station","699 'B' Street, Hayward, CA 94541",26.24
1570,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",32.08
1571,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",23.8
1572,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","MacArthur Station","555 40th Street, Oakland, CA 94609",21.41
1573,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",5.13
1574,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",13.66
1575,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",23.98
1576,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",43.62
1577,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Orinda Station","11 Camino Pablo, Orinda, CA 94563",28.37
1578,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",48.11
1579,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",36.95
1580,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Powell St. Station","899 Market Street, San Francisco, CA 94102",13.2
1581,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",28.56
1582,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Rockridge Station","5660 College Avenue, Oakland, CA 94618",23.14
1583,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",3.74
1584,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",32.06
1585,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",26.8
1586,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",5.85
1587,"San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128","Union City Station","10 Union Square, Union City, CA 94587",30.18
